Date,Rate,CAPE
1980-02-01,0.13895646508634174,0.022736220668406304
1980-03-01,0.027028672387919173,-0.1137249306563417
1980-04-01,-0.10579634046315567,-0.02978226826839192
1980-05-01,-0.11930992001890273,0.032633597890277866
1980-06-01,-0.04008552707565061,0.049100461435371834
1980-07-01,0.04693822153769123,0.04241292988139911
1980-08-01,0.0796674027338713,0.021184149510417694
1980-09-01,0.036271114415503014,0.013689799880080677
1980-01-01,0.020637017856376616,0.017441635551420642
1980-11-01,0.07617270841891166,0.031162253554482877
1980-12-01,0.012539349252735477,-0.027741994465795283
1981-01-01,-0.021252275659659148,-0.013995124505274958
1981-02-01,0.048145944127067075,-0.04749612472585163
1981-03-01,-0.005321183213280012,0.028051371160029426
1981-04-01,0.04179712867846108,0.0004914879771300562
1981-05-01,0.03023988518971832,-0.029836562814332446
1981-06-01,-0.045709806961849786,-0.006044519486616551
1981-07-01,0.05839496648916542,-0.03719301440242795
1981-08-01,0.04518222279323325,-0.0054037307457663886
1981-09-01,0.025116984607773674,-0.10254202321860939
1981-01-01,-0.011158632357066711,0.008926822393616085
1981-11-01,-0.12349237225229714,0.020907871249130405
1981-12-01,0.024346462594658114,0.002788358601835572
1982-01-01,0.06148174023695496,-0.058343288258988046
1982-02-01,-0.011026989748915028,-0.028393075509995924
1982-03-01,-0.040302379024022006,-0.03271470970111423
1982-04-01,0.0007212405649830167,0.04341347954526298
1982-05-01,-0.018188933605374213,-0.009197627678613207
1982-06-01,0.04872023654449542,-0.07212165038472595
1982-07-01,-0.02478002899848697,-0.008023708511486927
1982-08-01,-0.06592538441908946,0.0007182088425590205
1982-09-01,-0.05670810537104343,0.10769568252733652
1982-01-01,-0.1231662186322624,0.07809867787110436
1982-11-01,-0.0335539399229039,0.042537664308003986
1982-12-01,-0.0009483168088593175,0.014304130080885713
1983-01-01,-0.00761908447643922,0.033565165464726654
1983-02-01,0.024552697005879143,0.01740099438903897
1983-03-01,-0.019783970753796343,0.03553595843158064
1983-04-01,-0.010521378741532583,0.031845052412683206
1983-05-01,-0.0019249284095845809,0.03534064088457756
1983-06-01,0.04428420224872598,0.012645611466910456
1983-07-01,0.04769234871171646,0.0014347625514399276
1983-08-01,0.04047043888295532,-0.02901746782066139
1983-09-01,-0.017021687569430455,0.025989911701224333
1983-01-01,-0.00948691893175635,0.0019201257609489097
1983-11-01,0.012914514404023691,-0.015089207115145609
1983-12-01,0.011904902506318482,-0.003922069674788364
1984-01-01,-0.013617231691831044,0.008109748950357876
1984-02-01,0.014462183157395003,-0.05937416346959434
1984-03-01,0.03974032864951438,0.00023777683693371188
1984-04-01,0.02485097825702587,-0.0022652671400904545
1984-05-01,0.05992576093118718,-0.007963541625636061
1984-06-01,0.011123585218662413,-0.024301831184800893
1984-07-01,-0.01485911440374954,-0.01587229066843543
1984-08-01,-0.049089610196523914,0.0816792695739128
1984-09-01,-0.01584819224002354,0.006657374103381741
1984-01-01,-0.02917548913393153,-0.009570515845303884
1984-11-01,-0.04973633533243582,0.010048541859561944
1984-12-01,-0.006068505836380744,-0.010050199161390605
1985-01-01,-0.010489606671019391,0.04103732492396839
1985-02-01,0.011358794035606579,0.048607610481254504
1985-03-01,0.029955170835787914,-0.011665559629241429
1985-04-01,-0.03692991576285998,0.0023015049460495263
1985-05-01,-0.052076397820250975,0.020091068109190147
1985-06-01,-0.0657066378361324,0.018856453027802367
1985-07-01,0.014655855878532797,0.017197547071012842
1985-08-01,0.0019379851026783967,-0.023810456602217034
1985-09-01,0.003864739109888493,-0.025231391513941936
1985-01-01,-0.01261540263007399,0.007732466366220603
1985-11-01,-0.0459621355646358,0.05638464713913782
1985-12-01,-0.0546354353886378,0.046029327894670846
1986-01-01,-0.00758811229049261,0.002092336293001207
1986-02-01,-0.05479291070705772,0.05587522900199682
1986-03-01,-0.11176668747023744,0.0626389429411387
1986-04-01,-0.06368199003595487,0.027186448736847613
1986-05-01,0.05464383942089279,0.0005563494731322116
1986-06-01,0.011605546120307952,0.02394705143756104
1986-07-01,-0.06624938554120074,-0.01953576813972191
1986-08-01,-0.017968693542816494,0.019462246934492722
1986-09-01,0.03830837777993934,-0.03073563207141916
1986-01-01,-0.002688173661800519,-0.0030785056259268195
1986-11-01,-0.024524389863084473,0.03275638476778786
1986-12-01,-0.019499225051433866,0.015176860946163107
1987-01-01,-0.004228336109521003,0.057730252274648564
1987-02-01,0.02372756116095487,0.05857090396858622
1987-03-01,0.0,0.03789095598970382
1987-04-01,0.10093695301183958,-0.01451514329841519
1987-05-01,0.07098589656121623,-0.002238939805336404
1987-06-01,-0.024692612590371255,0.04031983996652011
1987-07-01,0.0059347355198142715,0.02817531900923642
1987-08-01,0.03602946357921777,0.05731680537427675
1987-09-01,0.0726391836399718,-0.03618400684141854
1987-01-01,0.010559760215002267,-0.12940909943669787
1987-11-01,-0.0718480841862843,-0.13337785698830196
1987-12-01,0.014566083866539348,-0.014963753987680128
1988-01-01,-0.036244057691078524,0.037333565920332656
1988-02-01,-0.05451586732811364,0.028369448316161172
1988-03-01,0.01930096103704715,0.025594179320199917
1988-04-01,0.04096535341950425,-0.016193622986939715
1988-05-01,0.041555670268499156,-0.02820648212995991
1988-06-01,-0.0188789615974696,0.0510262859995958
1988-07-01,0.015573173462970047,-0.010768042178596282
1988-08-01,0.021834928603200243,-0.0251887373159021
1988-09-01,-0.03070416634397999,0.008700749213934156
1988-01-01,-0.02024816082994718,0.03029759249309638
1988-11-01,0.01801850550267803,-0.025015469380042177
1988-12-01,0.016602484285027863,0.01760436811968713
